1,D11-1056,D10-1083,0.7712609970674487,0.7379032258064516,False,False,0.0057306590257879654,0.0027624309392265192,0.010382868267358857,0.012933357283994971,0.032114624505928856,0,0,0,0.007736943907156673,0.05063291139240506,0,0,0,0,1,"['We report results for the best and median hyperparameter settings obtained in this way.', 'Specifically, for both settings we report results on the median run for each setting.']"
3,D11-1059,D10-1083,0.04716981132075472,0.08870967741935484,True,False,0.07258834765998087,0.04143646408839779,0.10382868267358854,0.11657984551823246,0.19664031620553343,0.23076923076923078,0.08333333333333333,0.18,0.19148936170212766,0.18987341772151897,0,0,0,0,1,"['Table 1: Upper bound on tagging accuracy assuming each word type is assigned to majority POS tag.', 'Table 6: Type-level Results: Each cell report the type-level accuracy computed against the most frequent tag of each word type.', 'We have presented a method for unsupervised part-of-speech tagging that considers a word type and its allowed POS tags as a primary element of the model.', 'Simply assigning to each word its most frequent associated tag in a corpus achieves 94.6% accuracy on the WSJ portion of the Penn Treebank.', 'First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).']"
4,D11-1059,D10-1083,0.07547169811320754,0.9516129032258065,False,False,0.038204393505253106,0.027624309392265192,0.044776119402985065,0.05065564936231363,0.07460474308300395,0,0,0,0.01160541586073501,0.05063291139240506,0,0,0,1,0,"['We have presented a method for unsupervised part-of-speech tagging that considers a word type and its allowed POS tags as a primary element of the model.', 'In our model, we associate these features at the type-level in the lexicon.', 'This assumption, however, is not inherent to type-based tagging models.']"
6,D11-1059,D10-1083,0.1509433962264151,0.08064516129032258,True,False,0.046800382043935065,0.03867403314917127,0.09020116807268007,0.1123585414047063,0.16699604743083,0.23076923076923078,0.08333333333333333,0.18,0.19148936170212766,0.18987341772151897,0,0,0,1,0,"['The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'We also report word type level accuracy, the fraction of word types assigned their majority tag (where the mapping between model state and tag is determined by greedy one-to-one mapping discussed above).5 For each language, we aggregate results in the following way: First, for each hyperparameter setting, evaluate three variants: The first model (1TW) only 4 Typically, the performance stabilizes after only 10 itera-.', 'Our empirical results demonstrate that the type-based tagger rivals state-of-the-art tag-level taggers which employ more sophisticated learning mechanisms to exploit similar constraints.']"
7,D11-1059,D10-1083,0.42452830188679247,0.08064516129032258,False,False,0.038204393505253106,0.04419889502762431,0.08306294613887087,0.104544638045626,0.13784584980237152,0.23076923076923078,0.08333333333333333,0.18,0.195357833655706,0.18987341772151897,0,0,0,1,0,"['The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'Model Overview The model starts by generating a tag assignment T for each word type in a vocabulary, assuming one tag per word.', 'encodes the one tag per word constraint and is uni form over type-level tag assignments.', 'In this work, we take a more direct approach and treat a word type and its allowed POS tags as a primary element of the model.']"
8,D11-1059,D10-1083,0.6084905660377359,0.6612903225806451,False,False,0.02101241642788921,0,0.01427644386761843,0.015088916831327464,0.023715415019762848,0,0,0,0.030947775628626693,0.0759493670886076,0,0,0,0,1,"['Following the setup of Johnson  , we use the whole of the Penn Treebank corpus for training and evaluation on English.', 'On each language we investigate the contribution of each component of our model.']"
9,D12-1086,D10-1083,0.30962343096234307,0.967741935483871,False,False,0.03056351480420249,0.027624309392265192,0.07203114860480206,0.09897610921501707,0.12845849802371537,0.23076923076923078,0.08333333333333333,0.18,0.195357833655706,0.18987341772151897,0,0,0,0,1,"['In this paper, we make a simplifying assumption of one-tag-per-word.', 'The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'encodes the one tag per word constraint and is uni form over type-level tag assignments.', 'Model Overview The model starts by generating a tag assignment T for each word type in a vocabulary, assuming one tag per word.', 'First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).']"
10,D12-1125,D10-1083,0.7526501766784452,0.7056451612903226,False,False,0.0038204393505253103,0,0.007138221933809214,0.01428058200107778,0.015316205533596836,0,0,0,0.007736943907156673,0.05063291139240506,0,0,0,1,0,"['As is standard, we report the greedy one-to-one   and the many-to-one token-level accuracy obtained from mapping model states to gold POS tags.']"
11,D12-1127,D10-1083,0.06220095693779904,0.8104838709677419,False,False,0.012416427889207259,0,0.009085009733939001,0.005388898868331237,0.004446640316205534,0,0,0,0.007736943907156673,0.05063291139240506,0,0,0,1,0,"['While Berg-Kirkpatrick et al.', 'The system of Berg-Kirkpatrick et al.']"
12,D13-1004,D10-1083,0.11297071129707113,0.10887096774193548,True,False,0.02005730659025788,0.016574585635359115,0.03504218040233615,0.045356565475121256,0.05632411067193676,0.23076923076923078,0.08333333333333333,0.18,0.18375241779497098,0.13924050632911392,0,0,0,1,0,"['First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).', 'Our analysis identifies three key factors driving our performance gain: 1) selecting a model structure which directly encodes tag sparsity, 2) a type-level prior on tag assignments, and 3) a straightforward naveBayes approach to incorporate features.']"
