1,D11-1056,D10-1083,0.7712609970674487,0.7379032258064516,False,False,0.005847953216374269,0,0.008670520231213872,0.011947991097575262,0.03367579908675799,0,0,0,0.01,0.05555555555555555,0,0,0,0,1
3,D11-1059,D10-1083,0.04716981132075472,0.08870967741935484,True,False,0.07407407407407407,0.05714285714285714,0.10404624277456641,0.11702003045566364,0.19748858447488582,0.23684210526315788,0,0.21875,0.22,0.19444444444444445,0,0,0,0,1
4,D11-1059,D10-1083,0.07547169811320754,0.9516129032258065,False,False,0.03898635477582846,0.04285714285714286,0.041425818882466284,0.04978329623989691,0.06906392694063926,0,0,0,0.015,0.05555555555555555,0,0,0,1,0
6,D11-1059,D10-1083,0.1509433962264151,0.08064516129032258,True,False,0.04775828460038986,0.07142857142857142,0.09055876685934484,0.11924563664050615,0.17180365296803649,0.23684210526315788,0,0.21875,0.22,0.19444444444444445,0,0,0,1,0
7,D11-1059,D10-1083,0.42452830188679247,0.08064516129032258,False,False,0.03898635477582846,0.09999999999999999,0.081888246628131,0.10940611456014994,0.14098173515981732,0.23684210526315788,0,0.21875,0.225,0.19444444444444445,0,0,0,1,0
8,D11-1059,D10-1083,0.6084905660377359,0.6612903225806451,False,False,0.021442495126705652,0,0.014450867052023121,0.01499355745578072,0.0273972602739726,0,0,0,0.0225,0.08333333333333333,0,0,0,0,1
9,D12-1086,D10-1083,0.30962343096234307,0.967741935483871,False,False,0.031189083820662766,0.05714285714285714,0.07707129094412327,0.10917184022490341,0.13527397260273977,0.23684210526315788,0,0.21875,0.225,0.19444444444444445,0,0,0,0,1
10,D12-1125,D10-1083,0.7526501766784452,0.7056451612903226,False,False,0.003898635477582846,0,0.007707129094412331,0.01651634063488345,0.016552511415525113,0,0,0,0.01,0.05555555555555555,0,0,0,1,0
11,D12-1127,D10-1083,0.06220095693779904,0.8104838709677419,False,False,0.012670565302144249,0,0.009633911368015413,0.006442544219280778,0.005136986301369863,0,0,0,0.01,0.05555555555555555,0,0,0,1,0
12,D13-1004,D10-1083,0.11297071129707113,0.10887096774193548,True,False,0.02046783625730994,0.02857142857142857,0.03275529865125241,0.049197610401780466,0.0593607305936073,0.23684210526315788,0,0.21875,0.21,0.1388888888888889,0,0,0,1,0
13,N12-1045,D10-1083,0.05,0.1975806451612903,False,False,0.050682261208576995,0.02857142857142857,0.023121387283236993,0.03162703525828745,0.02682648401826484,0.02631578947368421,0,0.0625,0.04,0.125,1,0,0,0,0
14,P11-1087,D10-1083,0.21739130434782608,0.3387096774193548,False,False,0.05360623781676413,0.05714285714285714,0.09826589595375722,0.14501581351762918,0.16038812785388123,0.23684210526315788,0,0.21875,0.225,0.19444444444444445,0,0,0,1,0
15,P11-1087,D10-1083,0.8260869565217391,0.7096774193548387,True,False,0.037037037037037035,0.04285714285714286,0.06743737957610789,0.09382687126625278,0.13013698630136983,0,0,0,0.01,0.05555555555555555,0,0,0,0,1
16,P13-1150,D10-1083,0.2631578947368421,0.9516129032258065,False,False,0.04191033138401559,0.04285714285714286,0.03564547206165703,0.038889539650931226,0.05821917808219178,0,0,0,0.01,0.05555555555555555,0,0,0,1,0
17,W11-0301,D10-1083,0.4722222222222222,0.22580645161290322,True,False,0.05360623781676413,0,0.09537572254335258,0.12287688883682799,0.15353881278538808,0,0,0,0.005,0,0,0,0,1,0
18,W12-1914,D10-1083,0.08045977011494253,0.13306451612903225,False,False,0.06530214424951267,0.02857142857142857,0.04913294797687862,0.050368982078013345,0.07534246575342463,0.2631578947368421,0,0.28125,0.245,0.2638888888888889,1,0,0,1,0
