1,D11-1056,D10-1083,0.7712609970674487,0.7379032258064516,False,False,0.005847953216374269,0,0.008670520231213872,0.011947991097575262,0.03367579908675799,0,0,0,0.01,0.05555555555555555,0,0,0,0,1,"['We report results for the best and median hyperparameter settings obtained in this way.', 'Specifically, for both settings we report results on the median run for each setting.']"
3,D11-1059,D10-1083,0.04716981132075472,0.08870967741935484,True,False,0.07407407407407407,0.05714285714285714,0.10404624277456641,0.11702003045566364,0.19748858447488582,0.23684210526315788,0,0.21875,0.22,0.19444444444444445,0,0,0,0,1,"['Table 1: Upper bound on tagging accuracy assuming each word type is assigned to majority POS tag.', 'Table 6: Type-level Results: Each cell report the type-level accuracy computed against the most frequent tag of each word type.', 'We have presented a method for unsupervised part-of-speech tagging that considers a word type and its allowed POS tags as a primary element of the model.', 'Simply assigning to each word its most frequent associated tag in a corpus achieves 94.6% accuracy on the WSJ portion of the Penn Treebank.', 'First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).']"
4,D11-1059,D10-1083,0.07547169811320754,0.9516129032258065,False,False,0.03898635477582846,0.04285714285714286,0.041425818882466284,0.04978329623989691,0.06906392694063926,0,0,0,0.015,0.05555555555555555,0,0,0,1,0,"['We have presented a method for unsupervised part-of-speech tagging that considers a word type and its allowed POS tags as a primary element of the model.', 'In our model, we associate these features at the type-level in the lexicon.', 'This assumption, however, is not inherent to type-based tagging models.']"
6,D11-1059,D10-1083,0.1509433962264151,0.08064516129032258,True,False,0.04775828460038986,0.07142857142857142,0.09055876685934484,0.11924563664050615,0.17180365296803649,0.23684210526315788,0,0.21875,0.22,0.19444444444444445,0,0,0,1,0,"['The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'We also report word type level accuracy, the fraction of word types assigned their majority tag (where the mapping between model state and tag is determined by greedy one-to-one mapping discussed above).5 For each language, we aggregate results in the following way: First, for each hyperparameter setting, evaluate three variants: The first model (1TW) only 4 Typically, the performance stabilizes after only 10 itera-.', 'Our empirical results demonstrate that the type-based tagger rivals state-of-the-art tag-level taggers which employ more sophisticated learning mechanisms to exploit similar constraints.']"
7,D11-1059,D10-1083,0.42452830188679247,0.08064516129032258,False,False,0.03898635477582846,0.09999999999999999,0.081888246628131,0.10940611456014994,0.14098173515981732,0.23684210526315788,0,0.21875,0.22499999999999998,0.19444444444444445,0,0,0,1,0,"['The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'Model Overview The model starts by generating a tag assignment T for each word type in a vocabulary, assuming one tag per word.', 'encodes the one tag per word constraint and is uni form over type-level tag assignments.', 'In this work, we take a more direct approach and treat a word type and its allowed POS tags as a primary element of the model.']"
8,D11-1059,D10-1083,0.6084905660377359,0.6612903225806451,False,False,0.021442495126705652,0,0.014450867052023121,0.01499355745578072,0.0273972602739726,0,0,0,0.0225,0.08333333333333333,0,0,0,0,1,"['Following the setup of Johnson  , we use the whole of the Penn Treebank corpus for training and evaluation on English.', 'On each language we investigate the contribution of each component of our model.']"
9,D12-1086,D10-1083,0.30962343096234307,0.967741935483871,False,False,0.031189083820662766,0.05714285714285714,0.07707129094412327,0.10917184022490341,0.13527397260273977,0.23684210526315788,0,0.21875,0.22499999999999998,0.19444444444444445,0,0,0,0,1,"['In this paper, we make a simplifying assumption of one-tag-per-word.', 'The model starts by generating a tag assignment for each word type in a vocabulary, assuming one tag per word.', 'encodes the one tag per word constraint and is uni form over type-level tag assignments.', 'Model Overview The model starts by generating a tag assignment T for each word type in a vocabulary, assuming one tag per word.', 'First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).']"
10,D12-1125,D10-1083,0.7526501766784452,0.7056451612903226,False,False,0.003898635477582846,0,0.007707129094412331,0.01651634063488345,0.016552511415525113,0,0,0,0.01,0.05555555555555555,0,0,0,1,0,"['As is standard, we report the greedy one-to-one   and the many-to-one token-level accuracy obtained from mapping model states to gold POS tags.']"
11,D12-1127,D10-1083,0.06220095693779904,0.8104838709677419,False,False,0.012670565302144249,0,0.009633911368015413,0.006442544219280778,0.005136986301369863,0,0,0,0.01,0.05555555555555555,0,0,0,1,0,"['While Berg-Kirkpatrick et al.', 'The system of Berg-Kirkpatrick et al.']"
12,D13-1004,D10-1083,0.11297071129707113,0.10887096774193548,True,False,0.02046783625730994,0.02857142857142857,0.03275529865125241,0.049197610401780466,0.0593607305936073,0.23684210526315788,0,0.21875,0.21,0.1388888888888889,0,0,0,1,0,"['First, it directly encodes linguistic intuitions about POS tag assignments: the model structure reflects the one-tag-per-word property, and a type-level tag prior captures the skew on tag assignments (e.g., there are fewer unique determiners than unique nouns).', 'Our analysis identifies three key factors driving our performance gain: 1) selecting a model structure which directly encodes tag sparsity, 2) a type-level prior on tag assignments, and 3) a straightforward naveBayes approach to incorporate features.']"
