D11-1056,D10-1083,0.7712609970674487,0.39919354838709675,True,False,0.03333333333333333,0.017241379310344827,0.024320457796852647,0.019304316153706067,0.03700361010830324,0,0,0,0.0025,0.013888888888888888,0,0,0,0,1
D11-1059,D10-1083,0.04716981132075472,0.08870967741935484,True,False,0.013888888888888888,0.034482758620689655,0.020028612303290415,0.023128756146421417,0.04332129963898917,0.5,1.0,0.21875,0.2925,0.18055555555555555,0,0,0,0,1
D11-1059,D10-1083,0.07547169811320754,0.9637096774193549,False,False,0.01388888888888889,0.017241379310344827,0.01430615164520744,0.011109087597887451,0.013537906137184115,0.02631578947368421,0,0,0.0075,0.013888888888888888,0,0,0,1,0
D11-1059,D10-1083,0.1509433962264151,0.20967741935483872,False,False,0.002777777777777778,0,0.011444921316165951,0.004552904753232562,0.0036101083032490976,0,0,0,0.0075,0,0,0,0,1,0
D11-1059,D10-1083,0.42452830188679247,0.45161290322580644,False,False,0.002777777777777778,0,0.005722460658082976,0.00218539428155163,0.005415162454873647,0,0,0,0.0075,0.027777777777777776,0,0,0,1,0
D11-1059,D10-1083,0.6084905660377359,0.024193548387096774,False,False,0.01388888888888889,0,0.011444921316165951,0.010744855217628847,0.026173285198555957,0.05263157894736842,0,0.125,0.07,0.09722222222222222,0,0,0,0,1
D12-1086,D10-1083,0.30962343096234307,0.036290322580645164,True,False,0.019444444444444445,0,0.017167381974248927,0.020032780914223277,0.022563176895306857,0.5,1.0,0.21875,0.2925,0.18055555555555555,0,0,0,0,1
D12-1125,D10-1083,0.7526501766784452,0.20967741935483872,False,False,0.002777777777777778,0,0.011444921316165951,0.004552904753232562,0.0036101083032490976,0,0,0,0.0075,0,0,0,0,1,0
D12-1127,D10-1083,0.06220095693779904,0.20967741935483872,False,False,0.002777777777777778,0,0.011444921316165951,0.004552904753232562,0.0036101083032490976,0,0,0,0.0075,0,0,0,0,1,0
D13-1004,D10-1083,0.11297071129707113,0.9798387096774194,False,False,0.03888888888888888,0,0.012875536480686695,0.011655436168275359,0.009927797833935019,0.02631578947368421,0,0,0.0075,0.013888888888888888,0,0,0,1,0
N12-1045,D10-1083,0.05,0.9798387096774194,False,False,0.03888888888888888,0,0.012875536480686695,0.011655436168275359,0.009927797833935019,0.02631578947368421,0,0,0.0075,0.013888888888888888,1,0,0,0,0
P11-1087,D10-1083,0.21739130434782608,0.10887096774193548,True,False,0.06666666666666667,0.017241379310344827,0.0357653791130186,0.06993261700965217,0.046028880866425974,0.5,1.0,0.21875,0.3025,0.19444444444444445,0,0,0,1,0
P11-1087,D10-1083,0.8260869565217391,0.625,True,False,0,0,0.00715307582260372,0.003824439992715352,0.03068592057761733,0.02631578947368421,0,0,0.0075,0.013888888888888888,0,0,0,0,1
P13-1150,D10-1083,0.2631578947368421,0.9516129032258065,False,False,0.013888888888888888,0.05172413793103448,0.022889842632331903,0.02312875614642142,0.012635379061371844,0.02631578947368421,0,0,0.0075,0.013888888888888888,0,0,0,1,0
W11-0301,D10-1083,0.4722222222222222,0.08064516129032258,False,False,0.030555555555555558,0.05172413793103448,0.02861230329041488,0.042433072300127495,0.018050541516245487,0.5,1.0,0.21875,0.2925,0.18055555555555555,0,0,0,1,0
W12-1914,D10-1083,0.08045977011494253,0.9516129032258065,False,False,0.013888888888888888,0.05172413793103448,0.022889842632331903,0.02312875614642142,0.012635379061371844,0.02631578947368421,0,0,0.0075,0.013888888888888888,1,0,0,1,0
D12-1016,W09-0621,0.2694805194805195,0.030303030303030304,False,False,0.011111111111111112,0,0.008583690987124463,0.015297759970861411,0.014440433212996389,0.05263157894736842,0,0.125,0.07,0.09722222222222222,0,0,0,1,0
